time_s,gpu_power_norm
22.820646036476543,0.7739393198717576
22.871071355880492,0.2458074911976868
22.90132654752286,0.2462601080649261
23.002177186330755,0.2558368149174446
23.022340586231174,0.2627176004786739
23.072765905635123,0.2545764510255934
23.103021097277487,0.2547856538719228
23.133276288919856,0.2582893726467833
23.18369488046264,0.2542796514254706
23.203865008224223,0.2546202494024903
23.244205263747386,0.2575788600372407
23.26437539150896,0.2565374880298733
23.304715647032115,0.2575010523216016
23.334970838674483,0.2661629382373252
23.425736413601587,0.4390018289354481
23.6476010911178,0.9061310966154854
23.69802641052174,0.9168465612673192
23.768615129826102,0.8886613974729951
23.788785257587687,0.8877562646564355
23.839210576991636,0.8779750980997862
23.90980602415716,0.8654203034541277
23.940061215799528,0.8679360358008337
23.970316407441896,0.8589579235855571
24.000571599084267,0.856471255599557
24.03082679072664,0.8557169446131175
24.07116704624979,0.8443104949690904
24.111500573911787,0.8575175221260014
24.141755765554155,0.8509529124053655
24.172010957196523,0.8470453705771587
24.21235121271968,0.8479212371971743
24.25269146824284,0.84579958932462
24.272854868143256,0.84698693910199
24.31319512366641,0.8443397611656343
24.333365251427992,0.8412253332637672
24.353535379189573,0.8413713110337698
24.40396069859352,0.8445343561431715
24.504811337401414,0.8414978368748627
24.53506652904378,0.8398433128204207
24.56532172068615,0.8403542854743894
24.615747040090096,0.8436292990150512
24.65608729561325,0.8409236391445672
24.70650588715604,0.8420184976490666
24.73676107879841,0.8426657851822825
24.767016270440777,0.8425537915215424
24.817441589844723,0.8425002797949308
24.85777511750672,0.8417703404859581
24.90820043691067,0.8395610706301305
24.95862575631461,0.8408943729480234
25.00905107571856,0.8390793137137461
25.039306267360928,0.8412253332637672
25.079646522884087,0.8378968079964937
25.099816650645668,0.837838376521325
25.13007184228804,0.83737612199281
25.20066728945356,0.836913867464295
25.23092248109593,0.8367970549729171
25.261170944877136,0.8362325705923367
25.30151120040029,0.8385488386719081
25.331766392042663,0.8401158164315161
25.38219171144661,0.8372447268621198
25.402361839208183,0.8380720015040807
25.4326103029894,0.8399844717597855
25.48303562239334,0.8406122064461725
25.503205750154923,0.8394248062098428
25.5233758779165,0.840242342272609
25.57380119732045,0.8362471532316491
25.60405638896281,0.8378968079964937
25.644396644485973,0.8345099521719705
25.664566772247557,0.8344806859754267
25.74524728329387,0.8253030590340561
25.785587538817023,0.8302470783505531
25.805757666578604,0.8291473253269765
25.836006130359813,0.8251910653733161
25.88643144976376,0.8284076978977688
25.92677170528692,0.8297702411827257
25.98728208857165,0.8340038488075993
26.02761561623365,0.837838376521325
26.06795587175681,0.839483187226052
26.108296127279967,0.836631600044525
26.128466255041545,0.8345099521719705
26.1688065105647,0.8349576240611732
26.249487021611017,0.831405313308258
26.299912341014966,0.8291473253269765
26.33016080479617,0.8239210385907095
26.451181571365645,0.7261875339525724
26.57220233793512,0.5570761475149517
26.71338650440501,0.3164213738904957
26.76381182380896,0.3071999485722284
26.83440727097448,0.3551858640637647
26.91508105415964,0.4364908901899003
26.975591437444372,0.5410954922690314
27.237796370483736,0.7790348169848491
27.308391817649262,0.8018574800815781
27.358817137053208,0.8194051130871064
27.429405856357576,0.7934486206185603
27.47983117576152,0.8225973991635721
27.500001303523096,0.8219452675702386
27.54034155904625,0.8041057042541848
27.600851942330998,0.8396194264168598
27.64118546999299,0.8534784842491854
27.66135559775457,0.8533129788618335
27.74203610880088,0.8422180123751608
27.78237636432404,0.8462861650716421
27.83280168372799,0.8405537749710038
27.86305687537036,0.8406413717247972
27.94373738641667,0.8511427390112244
27.984070914078668,0.8500332474084531
28.034496233482617,0.8427582007667138
28.084921552886566,0.8554055119147228
28.105091680648144,0.8520673489861735
28.16559533607172,0.8257604695024534
28.18576546383329,0.831376047111714
28.236190783237245,0.8493032576405208
28.286616102641197,0.8573812829351937
28.347126485925926,0.8695468371668182
28.407636869210663,0.8497315028302935
28.4681472524954,0.8640673978304464
28.53874269966093,0.8469577233644057
28.56899789130329,0.8486220112275222
28.609331418965294,0.8276777585887961
28.669835074388867,0.7990740377249347
