t,pwr
112.7,465.7631
112.8,465.8655445544554
112.9,465.97360000000003
113.0,465.9792
113.1,466.0168
113.2,466.0164
113.3,466.04584158415844
113.4,465.8692
113.5,465.41859999999997
113.6,465.5735643564356
113.7,465.836
113.8,465.814
113.9,465.727
114.0,465.70799999999997
114.1,465.7278514851485
114.2,465.8491217821782
114.3,465.8642
114.4,465.8558
114.5,465.8470297029703
114.6,465.6948
114.7,465.4416
114.8,465.41445544554455
114.9,465.4054
115.0,465.41999999999996
115.1,465.42267326732673
115.2,465.4014
115.3,465.3538
115.4,465.46040000000005
115.5,465.5212
115.6,465.5866
115.7,465.540594059406
115.8,465.5975
115.9,465.57
116.0,465.53
116.1,465.5775
116.2,465.52267326732675
116.3,465.5612
116.4,465.8308
116.5,465.76279999999997
116.6,465.7472
116.7,465.7462376237624
116.8,465.6838
116.9,465.7369
117.0,465.73929999999996
117.1,465.8134653465346
117.2,466.2934
117.3,466.1798
117.4,465.8754
117.5,465.93435643564356
117.6,465.9605
117.7,466.0147
117.8,466.0827455445545
117.9,466.1441584158416
118.0,466.212
118.1,466.17400000000004
118.2,465.834
118.3,465.8282178217822
118.4,465.7419
118.5,465.7424
118.6,465.70050000000003
118.7,465.6543564356436
118.8,465.6552
118.9,465.7952
119.0,465.8956
119.1,465.8138
119.2,465.7524752475248
119.3,465.80830000000003
119.4,465.7949
119.5,465.7834653465346
119.6,465.9328079207921
119.7,466.3544
119.8,466.43
119.9,466.35396039603955
120.0,465.9545
120.1,465.977
120.2,465.9435
120.3,465.8648514851485
120.4,465.98640000000006
120.5,466.2058
120.6,466.10440000000006
120.7,465.63439999999997
120.8,465.60554455445543
120.9,465.64390000000003
121.0,465.65569999999997
121.1,465.6146
121.2,465.97742574257427
121.3,465.9468
121.4,465.82959999999997
121.5,465.6764
121.6,465.6428831683168
121.7,465.59303564356435
121.8,465.6387
121.9,465.7988
122.0,465.88980000000004
122.1,466.0064356435644
122.2,465.668
122.3,465.835
122.4,465.8710792079208
122.5,465.80116039603956
122.6,465.90639999999996
122.7,465.8628
122.8,465.7989108910891
122.9,465.86039999999997
123.0,465.5096
123.1,465.42089108910886
123.2,465.7702
123.3,465.64419999999996
123.4,465.7056
123.5,465.77439999999996
123.6,465.70415841584156
123.7,465.76300000000003
123.8,465.8058
123.9,465.7478
124.0,465.87653465346534
124.1,465.9655
124.2,465.6885
124.3,465.6575
124.4,465.609504950495
124.5,465.60159999999996
124.6,465.6384
124.7,465.6023762376238
124.8,465.6678
124.9,465.9176
125.0,465.83820000000003
125.1,465.7803
125.2,465.79445544554454
125.3,465.9416
125.4,466.0184
125.5,465.94079999999997
125.6,465.9805940594059
125.7,466.0091
125.8,465.9185
125.9,465.7701
126.0,465.7831683168317
126.1,466.1
126.2,466.18
126.3,465.96
126.4,465.8705940594059
126.5,465.85019405940596
126.6,465.751
126.7,465.75
126.8,465.7698
126.9,465.98564356435645
127.0,466.0292
127.1,465.59880000000004
127.2,465.4038
127.3,465.4098
127.4,465.39059405940594
127.5,465.3609
127.6,465.60249999999996
127.7,465.81168316831685
127.8,465.8008
127.9,465.6176
128.0,465.5236
